sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
-1.7215677529263451,-0.3321011119852673,-1.3457223087882542,-1.323275582043631,0
-1.1244922316802137,-1.2276546723949788,0.41450518371958883,0.6517626001110424,2
1.1443947490550848,-0.5559895020876955,0.5848497797687349,0.2567549636801076,1
-1.1244922316802137,0.11567566821958895,-1.2889407767718721,-1.4549447941872757,0
-0.40800160618485654,-1.2276546723949788,0.13059752363767865,0.1250857515364629,1
0.5473192278089534,-1.2276546723949788,0.698412843801499,0.9151010243983321,2
-0.28858650193563073,-0.7798778921901226,0.24416058767044282,0.1250857515364629,1
0.5473192278089534,-0.5559895020876955,0.7551943758178808,0.3884241758237526,2
2.219130687298122,-0.10821272188283919,1.3230096959817013,1.4417778729729114,2
2.219130687298122,1.682894398936584,1.6636988880799937,1.3101086608292671,2
2.0997155830488947,-0.10821272188283919,1.6069173560636114,1.178439448685622,2
0.18907391506127477,-0.3321011119852673,0.41450518371958883,0.3884241758237526,1
-1.005077127430988,-2.347096622907119,-0.1533101364442315,-0.26992188489447183,1
-0.04975629343717797,-0.7798778921901226,0.1873790556540605,-0.26992188489447183,1
-0.04975629343717797,-1.0037662822925508,0.13059752363767865,-0.006583460607182104,1
-1.3633224401786666,0.3395640583220171,-1.23215924475549,-1.323275582043631,0
-0.885662023181762,1.682894398936584,-1.2889407767718721,-1.191606369899986,0
1.0249796448058588,-1.2276546723949788,1.1526650999325552,0.7834318122546874,2
0.6667343320581803,0.11567566821958895,0.9823205038834092,0.7834318122546874,2
-0.5274167104340824,0.7873408385268724,-1.2889407767718721,-1.059937157756341,0
0.5473192278089534,-1.2276546723949788,0.6416313117851171,0.3884241758237526,1
-0.885662023181762,1.682894398936584,-1.23215924475549,-1.323275582043631,0
2.457960895796574,1.682894398936584,1.4933542920308476,1.046770236541977,2
-1.005077127430988,-0.10821272188283919,-1.23215924475549,-1.323275582043631,0
-0.40800160618485654,-1.451543062497407,-0.039747072411467334,-0.26992188489447183,1
0.5473192278089534,-0.3321011119852673,1.0391020358997909,0.7834318122546874,2
0.6667343320581803,-0.7798778921901226,0.868757439850645,0.9151010243983321,2
-1.005077127430988,0.7873408385268724,-1.23215924475549,-1.059937157756341,0
-0.28858650193563073,-0.5559895020876955,0.6416313117851171,1.046770236541977,2
-1.005077127430988,1.0112292286293005,-1.4025038408046362,-1.191606369899986,0
-0.885662023181762,1.4590060088341568,-1.2889407767718721,-1.059937157756341,0
0.30848901931050066,-0.5559895020876955,0.13059752363767865,0.1250857515364629,1
0.30848901931050066,-0.10821272188283919,0.47128671573597064,0.2567549636801076,1
-0.16917139768640382,3.026224739551153,-1.2889407767718721,-1.059937157756341,0
1.2638098533043116,0.11567566821958895,0.9255389718670274,1.178439448685622,2
0.4279041235597275,0.7873408385268724,0.9255389718670274,1.4417778729729114,2
-0.16917139768640382,-1.0037662822925508,-0.1533101364442315,-0.26992188489447183,1
-0.7662469189325352,-0.7798778921901226,0.07381599162129658,0.2567549636801076,1
1.0249796448058588,0.5634524484244443,1.0958835679161734,1.7051162972602014,2
0.06965881081204894,0.3395640583220171,0.5848497797687349,0.7834318122546874,1
-1.4827375444278934,0.7873408385268724,-1.3457223087882542,-1.191606369899986,0
1.3832249575535376,0.3395640583220171,0.528068247752353,0.2567549636801076,1
-0.5274167104340824,1.906782789039012,-1.4025038408046362,-1.059937157756341,0
1.860885374550443,-0.5559895020876955,1.3230096959817013,0.9151010243983321,2
-1.1244922316802137,-0.10821272188283919,-1.3457223087882542,-1.323275582043631,0
-0.885662023181762,1.0112292286293005,-1.3457223087882542,-1.191606369899986,0
-0.04975629343717797,-0.7798778921901226,0.7551943758178808,0.9151010243983321,2
-1.005077127430988,0.3395640583220171,-1.4592853728210184,-1.323275582043631,0
-1.6021526486771192,-1.6754314525998353,-1.4025038408046362,-1.191606369899986,0
-1.2439073359294406,-0.10821272188283919,-1.3457223087882542,-1.4549447941872757,0
-1.2439073359294406,-0.10821272188283919,-1.3457223087882542,-1.191606369899986,0
-0.28858650193563073,-0.3321011119852673,-0.09652860442784941,0.1250857515364629,1
0.5473192278089534,0.5634524484244443,1.2662281639653192,1.7051162972602014,2
-0.16917139768640382,-0.5559895020876955,0.41450518371958883,0.1250857515364629,1
-0.885662023181762,1.0112292286293005,-1.3457223087882542,-1.323275582043631,0
0.06965881081204894,-0.10821272188283919,0.7551943758178808,0.7834318122546874,2
-0.16917139768640382,-0.5559895020876955,0.1873790556540605,0.1250857515364629,1
0.5473192278089534,0.7873408385268724,1.0391020358997909,1.5734470851165565,2
-1.4827375444278934,0.3395640583220171,-1.3457223087882542,-1.323275582043631,0
-0.04975629343717797,-0.7798778921901226,0.7551943758178808,0.9151010243983321,2
-0.40800160618485654,1.0112292286293005,-1.4025038408046362,-1.323275582043631,0
-0.40800160618485654,-1.6754314525998353,0.13059752363767865,0.1250857515364629,1
-0.16917139768640382,-1.2276546723949788,0.698412843801499,1.046770236541977,2
-1.2439073359294406,0.7873408385268724,-1.061814648706344,-1.323275582043631,0
0.18907391506127477,-0.7798778921901226,0.7551943758178808,0.5200933879673976,1
-0.40800160618485654,-1.0037662822925508,0.357723651703207,-0.006583460607182104,1
2.219130687298122,-0.5559895020876955,1.6636988880799937,1.046770236541977,2
-0.28858650193563073,-0.10821272188283919,0.41450518371958883,0.3884241758237526,1
0.7861494363074061,-0.5559895020876955,0.47128671573597064,0.3884241758237526,1
0.6667343320581803,0.3395640583220171,0.868757439850645,1.4417778729729114,2
-0.885662023181762,0.7873408385268724,-1.2889407767718721,-1.323275582043631,0
-0.885662023181762,0.5634524484244443,-1.1753777127391083,-0.9282679456126962,0
-1.005077127430988,1.2351176187317288,-1.3457223087882542,-1.323275582043631,0
0.18907391506127477,-1.8993198427022624,0.698412843801499,0.3884241758237526,2
